activity_id,lead_id,rep_id,activity_type,activity_outcome,activity_date
28701,6293,25,Demo,Negative,2025-12-13
28702,8154,12,Demo,Neutral,2026-01-27
28703,4358,20,Demo,Neutral,2026-06-03
28704,4673,43,Email,Negative,2026-04-10
28705,5998,34,Email,Positive,2025-08-23
28706,7738,34,Email,Positive,2026-06-12
28707,5883,34,Meeting,Neutral,2026-06-03
28708,4206,39,Demo,Neutral,2025-08-10
28709,7513,6,Call,Negative,2025-08-24
28710,7064,19,Meeting,Positive,2025-10-26
28711,6626,12,Call,Positive,2025-08-08
28712,857,27,Call,Neutral,2025-10-29
28713,2925,4,Email,Positive,2026-02-11
28714,4408,41,Email,Neutral,2025-12-28
28715,3461,8,Call,Neutral,2026-03-20
28716,3376,40,Call,Negative,2026-01-26
28717,8089,31,Meeting,Neutral,2025-11-18
28718,2537,21,Email,Negative,2025-07-05
28719,8392,33,Meeting,Positive,2025-09-09
28720,6101,22,Demo,Negative,2025-10-29
28721,3876,49,Demo,Negative,2026-02-13
28722,1352,8,Call,Neutral,2025-08-29
28723,3968,25,Email,Negative,2025-12-26
28724,2315,23,Email,Negative,2026-02-28
28725,1900,18,Demo,Neutral,2025-12-10
28726,2362,44,Call,Positive,2025-08-27
28727,8906,28,Meeting,Negative,2026-02-19
28728,5638,37,Meeting,Neutral,2025-10-16
28729,6136,1,Call,Neutral,2025-08-08
28730,4577,35,Demo,Neutral,2026-04-10
28731,9607,5,Call,Neutral,2025-11-26
28732,8500,47,Meeting,Positive,2026-04-01
28733,5602,40,Meeting,Neutral,2025-06-24
28734,3237,8,Demo,Neutral,2026-03-14
28735,651,8,Demo,Positive,2026-04-14
28736,4556,17,Email,Neutral,2025-06-30
28737,4028,6,Email,Positive,2025-12-13
28738,5244,35,Demo,Neutral,2026-06-04
28739,2448,41,Demo,Neutral,2025-11-26
28740,1991,28,Call,Negative,2026-04-06
28741,7752,26,Email,Negative,2026-01-07
28742,7997,46,Demo,Negative,2026-05-05
28743,3586,46,Demo,Neutral,2026-04-17
28744,7920,32,Meeting,Neutral,2026-03-20
28745,2393,23,Email,Negative,2025-10-22
28746,9812,46,Demo,Negative,2025-08-30
28747,6271,22,Demo,Positive,2025-11-11
28748,753,49,Meeting,Neutral,2025-12-17
28749,6216,2,Meeting,Negative,2025-11-26
28750,3248,21,Meeting,Neutral,2026-05-15
28751,1031,6,Email,Neutral,2026-02-06
28752,4554,3,Call,Positive,2025-06-17
28753,3170,35,Meeting,Neutral,2025-08-03
28754,9986,23,Demo,Positive,2026-01-15
28755,2414,34,Demo,Negative,2025-06-20
28756,9922,18,Call,Negative,2025-10-20
28757,8374,8,Demo,Negative,2026-01-09
28758,6710,23,Demo,Negative,2026-01-22
28759,7515,36,Demo,Neutral,2025-06-20
28760,5191,29,Demo,Neutral,2025-10-08
28761,7570,9,Email,Positive,2026-03-23
28762,5946,6,Demo,Negative,2026-05-26
28763,9172,8,Email,Positive,2025-10-31
28764,879,48,Demo,Neutral,2025-08-28
28765,2357,6,Call,Negative,2026-02-22
28766,501,4,Demo,Negative,2026-03-19
28767,1734,21,Meeting,Negative,2026-02-03
28768,3571,4,Email,Negative,2025-10-09
28769,619,48,Meeting,Neutral,2025-12-28
28770,9146,17,Email,Negative,2025-07-01
28771,3554,19,Call,Neutral,2026-03-04
28772,7441,46,Email,Neutral,2025-09-02
28773,4487,21,Meeting,Neutral,2025-10-01
28774,820,5,Email,Positive,2026-05-10
28775,4086,50,Demo,Positive,2025-10-04
28776,5688,40,Meeting,Positive,2025-12-30
28777,5698,8,Demo,Neutral,2026-02-03
28778,1081,45,Demo,Neutral,2025-07-26
28779,2336,39,Email,Positive,2026-05-03
28780,3579,13,Email,Neutral,2026-04-18
28781,7459,37,Email,Neutral,2026-06-12
28782,3180,37,Meeting,Negative,2025-11-30
28783,3626,13,Demo,Positive,2025-08-28
28784,3106,50,Call,Neutral,2026-01-11
28785,8943,9,Demo,Negative,2026-03-14
28786,8180,50,Demo,Positive,2026-01-15
28787,9746,6,Meeting,Negative,2025-07-13
28788,7067,49,Demo,Negative,2025-11-28
28789,9565,47,Email,Negative,2025-11-23
28790,7324,43,Demo,Neutral,2026-04-28
28791,7032,4,Demo,Neutral,2025-11-17
28792,3320,8,Email,Positive,2026-03-22
28793,6170,2,Meeting,Positive,2025-12-20
28794,6444,49,Email,Negative,2025-12-21
28795,6523,19,Call,Negative,2026-03-18
28796,5359,43,Meeting,Neutral,2025-09-14
28797,3062,1,Meeting,Neutral,2025-08-19
28798,1137,24,Meeting,Negative,2025-10-31
28799,4809,50,Email,Positive,2025-06-27
28800,3024,28,Call,Positive,2026-04-04
28801,8671,23,Email,Positive,2025-09-24
28802,2304,14,Meeting,Positive,2026-03-15
28803,6451,43,Call,Positive,2025-08-26
28804,3571,43,Call,Neutral,2025-07-27
28805,8235,1,Demo,Neutral,2026-01-11
28806,5596,34,Demo,Positive,2025-06-29
28807,313,47,Meeting,Negative,2025-10-27
28808,7906,39,Demo,Positive,2026-05-17
28809,2360,42,Demo,Neutral,2025-07-18
28810,4627,17,Meeting,Positive,2025-12-29
28811,1844,16,Meeting,Neutral,2026-02-18
28812,9372,35,Email,Neutral,2026-05-25
28813,8546,33,Email,Positive,2026-01-21
28814,9950,27,Meeting,Negative,2025-10-30
28815,7832,29,Call,Neutral,2025-08-07
28816,7992,32,Meeting,Positive,2026-01-05
28817,1830,14,Demo,Neutral,2025-08-13
28818,4875,45,Call,Positive,2026-04-30
28819,7045,30,Meeting,Positive,2026-05-07
28820,410,46,Demo,Neutral,2025-07-31
28821,7265,8,Meeting,Positive,2025-08-16
28822,540,26,Email,Neutral,2025-12-18
28823,3043,45,Email,Positive,2025-09-13
28824,3295,35,Demo,Positive,2026-02-04
28825,6489,24,Call,Neutral,2025-12-11
28826,3058,27,Call,Positive,2026-03-13
28827,3503,24,Call,Neutral,2025-08-22
28828,9158,28,Demo,Neutral,2025-10-30
28829,7760,45,Demo,Neutral,2025-07-09
28830,4360,35,Demo,Positive,2026-03-15
28831,2827,13,Email,Negative,2026-01-02
28832,5798,50,Email,Neutral,2025-07-14
28833,5122,7,Call,Negative,2025-07-06
28834,9755,11,Demo,Positive,2026-01-25
28835,3821,24,Meeting,Positive,2025-11-27
28836,2731,12,Email,Positive,2026-03-11
28837,153,4,Email,Neutral,2025-10-31
28838,6412,44,Demo,Negative,2025-11-29
28839,3422,36,Call,Negative,2026-01-06
28840,2195,18,Meeting,Negative,2026-06-03
28841,4300,26,Meeting,Neutral,2026-03-15
28842,8616,37,Meeting,Neutral,2025-12-14
28843,7874,9,Demo,Negative,2025-08-19
28844,1618,35,Email,Positive,2025-09-28
28845,1944,2,Meeting,Positive,2026-04-10
28846,7394,36,Meeting,Negative,2025-10-10
28847,7869,2,Email,Positive,2025-12-24
28848,6211,50,Call,Positive,2026-06-15
28849,830,6,Meeting,Neutral,2026-05-16
28850,8666,11,Call,Negative,2025-11-26
28851,6372,26,Demo,Positive,2026-02-28
28852,4160,46,Email,Negative,2025-09-26
28853,9343,31,Meeting,Neutral,2026-04-02
28854,9171,32,Email,Positive,2026-02-11
28855,6245,8,Call,Negative,2026-02-27
28856,8748,35,Call,Negative,2026-03-02
28857,3095,24,Demo,Neutral,2025-11-07
28858,5389,2,Email,Negative,2025-12-04
28859,4340,19,Email,Neutral,2026-01-16
28860,1379,22,Demo,Neutral,2026-05-15
28861,295,38,Meeting,Positive,2025-12-15
28862,2980,16,Email,Neutral,2026-06-03
28863,9523,45,Email,Positive,2025-12-13
28864,5998,1,Demo,Neutral,2026-04-06
28865,564,3,Email,Positive,2026-02-28
28866,5304,34,Meeting,Negative,2025-07-25
28867,541,45,Email,Neutral,2025-10-14
28868,9575,22,Demo,Neutral,2026-04-26
28869,6324,25,Email,Positive,2025-11-26
28870,3567,26,Meeting,Neutral,2025-08-28
28871,4985,36,Demo,Positive,2025-07-16
28872,2547,28,Call,Positive,2025-08-24
28873,6787,25,Demo,Positive,2026-02-24
28874,4319,47,Meeting,Negative,2025-12-11
28875,1123,11,Call,Negative,2025-09-14
28876,2271,27,Email,Positive,2025-09-25
28877,6645,3,Email,Neutral,2026-04-12
28878,5309,4,Meeting,Positive,2026-06-01
28879,6299,50,Call,Neutral,2025-12-24
28880,4374,38,Meeting,Positive,2025-09-28
28881,6656,12,Email,Positive,2025-11-24
28882,9445,25,Meeting,Negative,2025-11-08
28883,394,26,Meeting,Neutral,2026-05-20
28884,900,1,Email,Positive,2026-06-11
28885,1792,48,Demo,Positive,2025-11-27
28886,716,49,Email,Positive,2026-03-27
28887,540,11,Email,Positive,2026-03-13
28888,6145,49,Demo,Positive,2026-06-05
28889,4218,45,Call,Neutral,2025-11-03
28890,6193,46,Call,Negative,2025-06-21
28891,2043,9,Demo,Positive,2025-11-26
28892,8482,22,Demo,Positive,2026-03-28
28893,1768,34,Meeting,Negative,2026-01-30
28894,618,16,Call,Positive,2025-08-21
28895,8650,46,Email,Positive,2026-02-08
28896,9035,3,Meeting,Positive,2025-10-30
28897,3912,36,Email,Neutral,2026-02-07
28898,9880,14,Call,Neutral,2026-01-14
28899,1793,19,Meeting,Neutral,2025-07-17
28900,2721,36,Email,Negative,2025-11-10
28901,6705,49,Meeting,Negative,2025-08-27
28902,4066,5,Call,Positive,2026-01-14
28903,2500,19,Meeting,Negative,2025-08-22
28904,5512,50,Demo,Neutral,2025-09-29
28905,831,42,Email,Positive,2026-04-29
28906,9128,50,Meeting,Positive,2025-09-23
28907,7212,49,Email,Negative,2025-10-13
28908,2488,35,Email,Negative,2026-02-14
28909,3558,34,Email,Negative,2025-09-03
28910,1955,1,Meeting,Neutral,2025-08-25
28911,7389,7,Demo,Positive,2026-06-05
28912,8894,26,Email,Positive,2026-04-21
28913,351,45,Call,Negative,2026-04-03
28914,1485,8,Demo,Neutral,2026-01-26
28915,4324,2,Call,Neutral,2025-09-08
28916,6424,41,Meeting,Neutral,2026-05-01
28917,2708,13,Call,Neutral,2026-01-27
28918,4007,2,Call,Neutral,2025-07-22
28919,1723,33,Call,Negative,2025-07-25
28920,1243,7,Demo,Positive,2026-03-30
28921,3235,27,Meeting,Negative,2025-07-24
28922,7850,4,Meeting,Positive,2026-02-25
28923,5311,1,Demo,Negative,2026-03-05
28924,4468,11,Email,Negative,2025-11-08
28925,4732,6,Email,Positive,2025-10-05
28926,9519,26,Call,Neutral,2026-04-06
28927,2152,7,Email,Positive,2026-04-21
28928,7747,42,Demo,Positive,2025-09-18
28929,160,21,Call,Negative,2026-06-15
28930,9667,44,Demo,Positive,2025-06-22
28931,7232,15,Meeting,Negative,2025-12-08
28932,237,44,Call,Neutral,2025-12-27
28933,6114,48,Call,Positive,2025-10-25
28934,4719,46,Email,Positive,2026-05-11
28935,3199,31,Call,Negative,2026-01-28
28936,1437,42,Meeting,Neutral,2025-10-18
28937,695,1,Email,Positive,2026-03-09
28938,2605,21,Email,Neutral,2026-04-18
28939,250,39,Call,Negative,2026-01-25
28940,598,41,Demo,Neutral,2026-01-12
28941,7125,11,Call,Neutral,2025-09-24
28942,8380,6,Email,Positive,2026-04-20
28943,1411,28,Meeting,Positive,2026-01-24
28944,5037,50,Demo,Negative,2025-11-14
28945,4471,14,Demo,Negative,2026-05-14
28946,5305,1,Call,Negative,2025-11-24
28947,1094,5,Email,Negative,2025-07-09
28948,702,33,Email,Negative,2026-05-12
28949,9841,12,Meeting,Positive,2025-06-21
28950,9535,36,Call,Neutral,2025-08-23
28951,8753,23,Meeting,Neutral,2025-12-28
28952,1176,19,Call,Neutral,2026-01-08
28953,629,43,Email,Negative,2026-02-14
28954,8117,28,Email,Negative,2025-08-06
28955,5083,20,Demo,Positive,2026-04-27
28956,5458,28,Call,Neutral,2025-11-26
28957,1596,39,Email,Negative,2026-02-22
28958,4261,41,Email,Positive,2025-08-06
28959,2795,45,Email,Neutral,2026-04-07
28960,584,9,Demo,Negative,2025-12-29
28961,381,47,Email,Neutral,2025-10-22
28962,7299,18,Meeting,Positive,2026-05-24
28963,3091,10,Demo,Negative,2026-04-02
28964,5789,41,Demo,Positive,2025-10-08
28965,989,43,Meeting,Neutral,2025-10-10
28966,4225,31,Meeting,Negative,2025-08-07
28967,7697,21,Demo,Positive,2025-10-06
28968,6985,47,Demo,Neutral,2026-05-21
28969,282,21,Demo,Neutral,2025-09-28
28970,8150,39,Call,Negative,2025-09-17
28971,8892,35,Email,Negative,2025-12-04
28972,4748,16,Meeting,Neutral,2026-05-23
28973,2514,34,Email,Negative,2025-07-05
28974,4294,1,Call,Negative,2025-11-14
28975,423,47,Meeting,Negative,2025-09-13
28976,2286,38,Meeting,Positive,2026-03-07
28977,6033,27,Meeting,Neutral,2026-04-29
28978,7942,48,Meeting,Positive,2026-04-16
28979,4700,45,Call,Neutral,2026-04-17
28980,8023,37,Email,Positive,2025-12-17
28981,3830,29,Call,Negative,2026-02-14
28982,9854,34,Email,Neutral,2026-02-04
28983,4035,46,Demo,Positive,2026-03-09
28984,1287,46,Meeting,Neutral,2026-01-20
28985,3881,49,Call,Negative,2026-02-06
28986,7015,6,Email,Positive,2026-06-08
28987,3976,49,Email,Positive,2025-07-14
28988,1383,47,Email,Positive,2026-02-10
28989,6933,12,Email,Neutral,2025-10-16
28990,7161,16,Demo,Negative,2025-10-10
28991,226,21,Meeting,Neutral,2025-08-30
28992,7931,38,Demo,Positive,2025-10-06
28993,9017,8,Demo,Positive,2026-01-10
28994,3687,38,Email,Neutral,2026-02-09
28995,7126,22,Email,Negative,2025-07-29
28996,7002,45,Demo,Neutral,2025-12-26
28997,3002,34,Meeting,Positive,2026-03-07
28998,9501,48,Demo,Neutral,2026-04-13
28999,6345,22,Call,Negative,2025-10-12
29000,4896,38,Email,Neutral,2025-11-10
29001,8933,5,Email,Negative,2025-08-11
29002,4228,38,Demo,Neutral,2026-03-22
29003,2786,50,Meeting,Positive,2025-07-03
29004,1007,22,Demo,Neutral,2025-09-11
29005,7738,14,Meeting,Positive,2026-03-19
29006,8563,21,Call,Positive,2025-07-19
29007,6330,44,Demo,Positive,2026-03-02
29008,826,26,Call,Neutral,2025-10-02
29009,2646,10,Meeting,Neutral,2025-11-26
29010,9914,25,Call,Neutral,2025-06-16
29011,9617,5,Email,Positive,2026-05-28
29012,4823,50,Call,Neutral,2026-01-20
29013,2873,14,Call,Negative,2025-06-28
29014,8525,35,Meeting,Negative,2026-04-23
29015,6110,17,Call,Neutral,2026-06-09
29016,6854,28,Email,Positive,2025-12-30
29017,4789,29,Call,Positive,2026-02-14
29018,6384,20,Meeting,Neutral,2026-04-07
29019,4171,42,Email,Positive,2026-03-02
29020,2844,9,Meeting,Negative,2025-08-28
29021,1882,50,Call,Positive,2025-07-27
29022,512,12,Email,Positive,2025-06-23
29023,3277,29,Call,Negative,2025-09-21
29024,9503,37,Email,Neutral,2026-03-17
29025,7846,46,Meeting,Neutral,2025-09-28
29026,7644,47,Email,Negative,2025-07-30
29027,815,27,Call,Negative,2025-09-05
29028,7755,34,Meeting,Positive,2025-11-02
29029,8639,26,Meeting,Neutral,2025-09-23
29030,8074,33,Call,Negative,2026-06-02
29031,7080,37,Meeting,Negative,2026-02-01
29032,9980,12,Meeting,Negative,2025-12-30
29033,6974,42,Meeting,Positive,2025-09-03
29034,8891,23,Email,Negative,2026-04-23
29035,5904,46,Demo,Negative,2025-08-09
29036,9016,48,Demo,Negative,2025-10-25
29037,3440,29,Demo,Positive,2026-01-26
29038,7092,16,Email,Positive,2025-08-14
29039,5489,20,Call,Neutral,2025-09-11
29040,3826,26,Call,Negative,2026-01-17
29041,6523,20,Call,Positive,2025-09-27
29042,320,23,Meeting,Negative,2026-04-01
29043,3077,12,Demo,Positive,2025-09-30
29044,3930,23,Demo,Neutral,2025-11-03
29045,1772,39,Email,Neutral,2026-03-22
29046,4131,28,Demo,Positive,2026-01-01
29047,6199,14,Call,Neutral,2025-06-20
29048,1543,17,Demo,Neutral,2026-01-07
29049,8232,5,Meeting,Negative,2026-01-19
29050,7484,24,Demo,Positive,2026-06-13
29051,9930,34,Email,Negative,2025-10-11
29052,9852,27,Email,Positive,2026-02-26
29053,8992,22,Email,Neutral,2026-02-16
29054,9352,12,Meeting,Positive,2026-04-08
29055,5244,47,Meeting,Negative,2025-11-12
29056,3458,28,Meeting,Negative,2026-04-04
29057,9823,27,Email,Negative,2026-04-15
29058,5776,43,Email,Neutral,2026-03-01
29059,4410,27,Call,Neutral,2026-05-11
29060,4649,11,Meeting,Negative,2025-11-11
29061,7387,23,Demo,Positive,2025-10-22
29062,8139,6,Demo,Neutral,2026-02-10
29063,4985,24,Demo,Negative,2025-12-28
29064,9890,26,Meeting,Negative,2025-07-27
29065,7338,41,Demo,Neutral,2026-03-20
29066,6650,13,Demo,Negative,2026-04-10
29067,4419,31,Call,Negative,2025-07-28
29068,1732,19,Email,Negative,2025-07-15
29069,2093,47,Call,Positive,2025-10-21
29070,2223,25,Call,Negative,2026-03-16
29071,150,29,Email,Neutral,2026-05-08
29072,6536,7,Meeting,Positive,2026-06-15
29073,7366,29,Call,Positive,2026-03-15
29074,732,7,Meeting,Positive,2026-06-10
29075,4102,2,Email,Neutral,2026-04-09
29076,1919,46,Demo,Positive,2025-06-28
29077,7968,16,Email,Positive,2025-09-02
29078,4681,7,Demo,Neutral,2026-05-14
29079,4185,14,Call,Neutral,2025-07-15
29080,3901,27,Email,Negative,2026-06-13
29081,4820,43,Call,Negative,2026-01-14
29082,9395,30,Email,Neutral,2026-04-07
29083,5276,14,Meeting,Negative,2025-12-07
29084,414,24,Email,Negative,2025-07-27
29085,1050,34,Call,Positive,2026-03-02
29086,7942,3,Meeting,Positive,2025-08-17
29087,1072,3,Call,Positive,2025-11-30
29088,9330,39,Demo,Positive,2025-08-15
29089,188,10,Email,Negative,2026-03-03
29090,4134,4,Demo,Negative,2026-03-22
29091,6469,3,Meeting,Negative,2025-12-30
29092,1527,46,Meeting,Neutral,2025-11-20
29093,8184,25,Demo,Positive,2025-08-07
29094,9551,17,Call,Negative,2025-10-02
29095,1719,33,Email,Positive,2026-02-04
29096,856,23,Call,Negative,2025-11-14
29097,3965,19,Email,Neutral,2025-09-26
29098,8518,45,Call,Positive,2026-02-09
29099,51,37,Demo,Positive,2025-09-15
29100,427,44,Call,Negative,2026-04-19
29101,4974,24,Demo,Neutral,2026-04-25
29102,3528,39,Email,Neutral,2026-05-25
29103,7494,18,Email,Neutral,2025-12-21
29104,5976,12,Call,Positive,2025-09-24
29105,2956,27,Call,Positive,2025-10-05
29106,8517,22,Email,Negative,2025-12-21
29107,6779,5,Email,Neutral,2025-09-18
29108,9475,9,Email,Neutral,2025-07-26
29109,6259,28,Call,Positive,2026-01-04
29110,24,13,Meeting,Positive,2026-03-04
29111,7239,14,Meeting,Positive,2025-09-16
29112,8466,23,Demo,Negative,2025-11-17
29113,7718,9,Demo,Neutral,2025-10-27
29114,1531,18,Email,Positive,2026-05-02
29115,1027,11,Call,Neutral,2025-08-19
29116,1561,18,Call,Neutral,2026-01-14
29117,4372,18,Call,Positive,2026-01-23
29118,7020,26,Demo,Neutral,2025-09-08
29119,2874,8,Call,Negative,2026-03-25
29120,9403,29,Email,Positive,2025-10-24
29121,2706,23,Demo,Negative,2026-06-02
29122,7986,28,Demo,Negative,2026-01-24
29123,5935,41,Meeting,Negative,2026-01-04
29124,5573,14,Demo,Positive,2026-05-18
29125,7611,47,Email,Positive,2026-02-09
29126,981,47,Call,Negative,2026-05-01
29127,2398,2,Email,Neutral,2026-04-19
29128,8386,28,Call,Neutral,2026-03-16
29129,7931,24,Demo,Neutral,2025-07-22
29130,796,16,Meeting,Neutral,2026-01-21
29131,1426,16,Email,Neutral,2026-04-07
29132,4732,32,Meeting,Negative,2025-10-23
29133,6189,14,Email,Neutral,2026-03-16
29134,6401,21,Meeting,Negative,2026-04-11
29135,438,2,Demo,Neutral,2025-06-19
29136,3882,34,Demo,Neutral,2025-09-15
29137,121,23,Call,Negative,2026-06-07
29138,6915,33,Call,Neutral,2026-04-26
29139,1032,50,Demo,Neutral,2025-08-20
29140,8983,5,Email,Negative,2025-08-07
29141,3576,9,Email,Negative,2025-12-20
29142,3703,32,Email,Neutral,2026-01-26
29143,1655,20,Meeting,Negative,2025-12-20
29144,538,12,Demo,Neutral,2025-08-26
29145,5249,37,Meeting,Positive,2025-12-13
29146,835,28,Email,Negative,2025-07-23
29147,1121,45,Meeting,Neutral,2026-01-15
29148,3168,30,Demo,Neutral,2025-11-24
29149,5598,49,Call,Neutral,2025-08-01
29150,1513,28,Demo,Positive,2025-06-24
29151,2583,8,Meeting,Negative,2026-06-15
29152,9635,34,Meeting,Neutral,2026-01-29
29153,9474,21,Demo,Positive,2025-07-15
29154,4734,36,Demo,Positive,2026-03-26
29155,4435,14,Call,Neutral,2025-12-26
29156,5079,8,Demo,Positive,2025-07-01
29157,9635,15,Email,Neutral,2025-09-24
29158,2554,40,Demo,Neutral,2025-08-18
29159,4262,24,Demo,Negative,2026-01-22
29160,113,10,Email,Neutral,2025-08-24
29161,6126,36,Demo,Negative,2026-06-12
29162,8038,3,Call,Positive,2026-02-17
29163,30,44,Demo,Negative,2025-11-30
29164,9571,14,Email,Positive,2025-12-25
29165,7413,28,Meeting,Negative,2026-01-04
29166,3452,5,Email,Negative,2025-10-07
29167,4433,43,Email,Neutral,2026-01-21
29168,2494,25,Call,Neutral,2025-12-29
29169,9191,34,Call,Positive,2025-08-29
29170,3632,13,Meeting,Positive,2026-02-01
29171,3347,4,Email,Negative,2026-02-13
29172,4045,22,Email,Positive,2026-05-18
29173,5006,45,Meeting,Negative,2025-09-11
29174,1338,39,Demo,Neutral,2025-07-07
29175,1414,36,Call,Positive,2026-01-10
29176,4970,18,Demo,Neutral,2026-01-29
29177,8472,44,Email,Neutral,2026-03-17
29178,9613,11,Call,Neutral,2026-02-22
29179,4601,40,Email,Neutral,2026-05-30
29180,6059,49,Demo,Negative,2025-10-05
29181,2670,50,Demo,Positive,2026-05-18
29182,5453,34,Email,Positive,2025-11-13
29183,992,15,Email,Neutral,2025-08-19
29184,7502,48,Email,Neutral,2025-06-30
29185,6935,24,Demo,Negative,2025-10-15
29186,7837,47,Demo,Negative,2025-10-13
29187,6583,45,Meeting,Negative,2025-12-12
29188,9791,44,Demo,Positive,2026-03-08
29189,8185,25,Demo,Negative,2025-07-16
29190,8821,3,Demo,Negative,2025-09-30
29191,4502,5,Meeting,Negative,2026-03-20
29192,9387,4,Call,Negative,2026-03-13
29193,7336,21,Call,Neutral,2025-12-22
29194,5829,3,Demo,Neutral,2025-11-17
29195,1585,5,Meeting,Negative,2025-07-22
29196,2277,5,Email,Negative,2025-08-23
29197,371,29,Call,Positive,2026-02-24
29198,6443,46,Call,Positive,2025-10-01
29199,4528,48,Email,Neutral,2025-09-14
29200,1334,41,Email,Negative,2026-01-16
29201,3664,34,Demo,Negative,2025-12-09
29202,3210,4,Call,Negative,2026-01-20
29203,1068,12,Call,Negative,2025-08-31
29204,3657,33,Email,Neutral,2026-02-15
29205,5633,11,Email,Neutral,2026-05-27
29206,2986,43,Meeting,Positive,2025-07-25
29207,4395,10,Email,Neutral,2026-04-22
29208,3695,40,Call,Neutral,2026-05-06
29209,8780,35,Call,Negative,2026-03-23
29210,5558,2,Call,Negative,2025-07-21
29211,1754,39,Email,Positive,2026-02-06
29212,6310,31,Email,Positive,2025-09-12
29213,1987,41,Meeting,Positive,2025-10-29
29214,3877,28,Call,Positive,2026-04-20
29215,2136,20,Demo,Negative,2026-06-10
29216,629,40,Meeting,Neutral,2026-05-11
29217,7898,30,Demo,Neutral,2025-06-23
29218,8021,39,Call,Neutral,2025-10-09
29219,9519,33,Demo,Neutral,2026-01-21
29220,4487,16,Meeting,Neutral,2026-04-28
29221,1576,46,Demo,Positive,2025-09-15
29222,867,39,Call,Negative,2026-01-06
29223,2185,35,Demo,Positive,2025-08-20
29224,712,22,Meeting,Negative,2025-06-18
29225,6427,3,Meeting,Negative,2025-06-24
29226,7350,1,Meeting,Positive,2025-07-13
29227,2268,20,Demo,Positive,2025-07-03
29228,9126,23,Call,Negative,2026-02-27
29229,6015,10,Meeting,Positive,2025-07-29
29230,8267,29,Meeting,Neutral,2025-06-19
29231,5732,29,Meeting,Negative,2025-07-09
29232,320,17,Demo,Negative,2025-09-16
29233,5179,42,Meeting,Neutral,2026-03-16
29234,8745,49,Meeting,Neutral,2025-10-01
29235,1237,3,Demo,Neutral,2025-12-18
29236,1095,43,Email,Neutral,2026-03-14
29237,6768,16,Email,Neutral,2025-09-18
29238,4434,34,Email,Negative,2025-06-16
29239,4833,5,Email,Positive,2026-05-17
29240,9680,37,Call,Neutral,2026-01-23
29241,4924,36,Meeting,Negative,2025-10-14
29242,3229,27,Meeting,Positive,2025-07-21
29243,1767,6,Meeting,Negative,2025-11-27
29244,3271,13,Call,Negative,2026-05-07
29245,1305,46,Call,Positive,2025-11-07
29246,1279,50,Meeting,Neutral,2026-01-18
29247,9994,5,Demo,Neutral,2025-11-08
29248,9765,45,Demo,Positive,2026-06-03
29249,4750,22,Meeting,Negative,2026-04-26
29250,5442,22,Email,Positive,2025-12-13
29251,3091,50,Call,Positive,2025-06-19
29252,5425,28,Demo,Negative,2025-08-18
29253,6276,6,Meeting,Neutral,2026-03-20
29254,852,43,Meeting,Positive,2026-04-02
29255,7144,42,Call,Neutral,2026-03-22
29256,7116,3,Call,Positive,2026-03-13
29257,6182,23,Demo,Negative,2026-03-22
29258,1691,43,Email,Neutral,2025-12-08
29259,2197,15,Meeting,Neutral,2025-10-01
29260,1720,11,Demo,Negative,2026-04-29
29261,4953,27,Email,Negative,2026-05-01
29262,7757,22,Demo,Negative,2025-07-05
29263,4540,46,Demo,Negative,2026-04-28
29264,545,28,Demo,Neutral,2025-12-19
29265,3602,11,Meeting,Neutral,2025-10-19
29266,1371,40,Email,Neutral,2025-07-22
29267,6038,34,Meeting,Positive,2026-04-23
29268,7769,18,Demo,Neutral,2025-11-24
29269,665,7,Demo,Positive,2026-04-19
29270,8226,44,Email,Neutral,2025-06-23
29271,5325,18,Meeting,Positive,2025-09-08
29272,2545,15,Email,Positive,2025-07-29
29273,494,13,Email,Positive,2026-05-22
29274,5750,30,Demo,Positive,2026-05-09
29275,2689,27,Email,Negative,2025-10-30
29276,4915,31,Call,Positive,2025-12-19
29277,8024,35,Demo,Negative,2025-06-17
29278,3353,36,Meeting,Positive,2026-04-21
29279,365,50,Email,Positive,2026-01-27
29280,7077,21,Email,Neutral,2026-03-27
29281,8579,25,Meeting,Positive,2026-06-02
29282,7917,8,Call,Neutral,2026-04-12
29283,6946,35,Meeting,Positive,2026-04-18
29284,8578,27,Demo,Negative,2025-08-04
29285,8806,44,Demo,Negative,2026-02-15
29286,7277,25,Email,Positive,2025-07-11
29287,8235,6,Call,Positive,2026-04-28
29288,478,29,Call,Neutral,2025-08-22
29289,8313,27,Meeting,Neutral,2026-03-17
29290,2280,3,Call,Negative,2026-06-11
29291,2374,49,Call,Neutral,2025-09-23
29292,78,22,Demo,Positive,2025-11-22
29293,9858,20,Meeting,Negative,2025-07-02
29294,7293,35,Call,Neutral,2026-05-13
29295,9495,17,Demo,Neutral,2025-09-25
29296,4648,18,Call,Negative,2026-02-22
29297,7267,6,Call,Positive,2025-12-26
29298,3353,17,Demo,Positive,2025-07-12
29299,446,35,Demo,Negative,2026-01-28
29300,2682,16,Demo,Negative,2026-02-16
29301,8518,10,Meeting,Positive,2026-04-30
29302,7521,43,Call,Negative,2026-01-18
29303,88,39,Meeting,Neutral,2026-01-30
29304,9072,45,Email,Positive,2025-11-06
29305,5821,12,Call,Positive,2026-04-14
29306,3337,32,Demo,Positive,2025-06-29
29307,3734,16,Meeting,Positive,2026-06-09
