lead_id,industry,lead_source,company_size,annual_revenue,region,lead_status,created_date
9006,Healthcare,Campaign,Small,141581,West,Lost,2025-06-22
9007,Finance,Website,Small,1157265,North,Converted,2025-12-28
9008,Finance,Website,Small,3974272,North,Converted,2025-07-06
9009,Technology,Website,Large,1409084,West,Converted,2025-10-01
9010,Technology,Partner,Small,5542452,East,Lost,2025-08-14
9011,Healthcare,Partner,Small,5649098,West,New,2025-06-30
9012,Healthcare,Partner,Large,8611050,West,Qualified,2026-02-28
9013,Finance,Campaign,Small,1666297,East,New,2025-10-19
9014,Manufacturing,Referral,Large,225575,West,Lost,2025-11-02
9015,Manufacturing,Website,Small,251913,West,Contacted,2026-01-05
9016,Manufacturing,Partner,Large,2235280,South,Contacted,2026-01-26
9017,Manufacturing,Cold Call,Large,1148623,North,Converted,2026-05-31
9018,Retail,Website,Medium,6138435,West,Qualified,2026-06-03
9019,Technology,Referral,Small,7582724,South,New,2025-07-26
9020,Manufacturing,Campaign,Small,2265621,East,New,2026-02-09
9021,Manufacturing,Cold Call,Large,9901399,East,Converted,2025-08-09
9022,Technology,Website,Small,182796,South,New,2026-02-14
9023,Technology,Website,Small,1034393,North,Lost,2025-10-27
9024,Finance,Partner,Small,8609662,North,Lost,2025-12-08
9025,Retail,Website,Medium,4653232,East,New,2026-02-16
9026,Finance,Website,Medium,9201207,East,Converted,2026-02-06
9027,Retail,Website,Large,6679301,North,Contacted,2025-11-28
9028,Finance,Cold Call,Medium,3859477,North,New,2025-12-19
9029,Finance,Partner,Medium,3181896,North,Qualified,2025-08-18
9030,Healthcare,Campaign,Small,1902096,West,New,2025-06-23
9031,Retail,Cold Call,Large,2595109,West,Lost,2026-06-04
9032,Technology,Campaign,Medium,9707908,West,Contacted,2026-05-04
9033,Technology,Website,Small,8879970,North,Contacted,2025-12-12
9034,Healthcare,Website,Small,6706103,North,New,2025-06-25
9035,Retail,Partner,Medium,2060669,North,Contacted,2025-08-10
9036,Healthcare,Campaign,Large,6219566,West,Converted,2026-04-12
9037,Finance,Referral,Small,1130088,East,Lost,2025-09-09
9038,Retail,Cold Call,Medium,5484931,North,Converted,2025-06-16
9039,Finance,Partner,Small,2299618,West,Contacted,2025-09-08
9040,Manufacturing,Campaign,Large,7799746,North,Lost,2026-04-15
9041,Manufacturing,Website,Medium,7427764,North,New,2025-07-19
9042,Finance,Cold Call,Large,5852160,East,Lost,2025-07-10
9043,Healthcare,Referral,Medium,5964972,West,New,2025-11-23
9044,Retail,Cold Call,Small,6053947,North,Qualified,2025-07-31
9045,Technology,Referral,Small,9331198,South,Lost,2025-11-02
9046,Finance,Partner,Large,2973116,North,New,2026-06-12
9047,Retail,Partner,Medium,6002311,North,Converted,2025-09-16
9048,Finance,Website,Large,2410349,West,Converted,2025-07-11
9049,Manufacturing,Website,Large,3041592,West,Lost,2025-07-11
9050,Technology,Campaign,Small,215100,South,Contacted,2025-07-11
9051,Finance,Cold Call,Medium,3087998,East,Lost,2026-02-05
9052,Retail,Campaign,Large,2420513,West,Contacted,2026-04-22
9053,Finance,Referral,Large,7070793,North,New,2025-09-17
9054,Finance,Cold Call,Small,8213155,West,Qualified,2025-11-28
9055,Retail,Campaign,Large,7009157,West,Lost,2026-01-20
9056,Healthcare,Campaign,Large,902417,East,Converted,2025-10-02
9057,Healthcare,Cold Call,Medium,7023980,South,Converted,2026-01-10
9058,Healthcare,Partner,Small,6428242,East,Contacted,2026-06-06
9059,Healthcare,Referral,Medium,9013147,North,Lost,2025-11-24
9060,Healthcare,Cold Call,Medium,8138158,East,New,2025-07-17
9061,Retail,Website,Medium,1525896,North,Qualified,2025-10-24
9062,Manufacturing,Partner,Large,8096308,North,New,2026-04-22
9063,Retail,Referral,Small,6446622,West,Lost,2026-02-04
9064,Finance,Website,Large,7128621,East,Converted,2026-05-30
9065,Manufacturing,Partner,Medium,5132747,East,Qualified,2025-07-31
9066,Retail,Cold Call,Large,3192682,East,Contacted,2026-03-12
9067,Healthcare,Referral,Large,3522523,West,New,2026-05-15
9068,Finance,Referral,Large,237032,East,Qualified,2026-05-05
9069,Technology,Cold Call,Small,2479356,West,Converted,2025-12-25
9070,Finance,Cold Call,Medium,8529733,North,Lost,2025-08-23
9071,Finance,Cold Call,Medium,1803260,East,Lost,2025-08-11
9072,Manufacturing,Cold Call,Small,4794485,West,Contacted,2026-03-13
9073,Technology,Partner,Medium,1084291,North,New,2025-12-23
9074,Healthcare,Cold Call,Large,1866672,South,Converted,2025-09-21
9075,Healthcare,Website,Small,2326572,East,New,2025-08-06
9076,Technology,Website,Large,9449093,North,Converted,2026-06-04
9077,Finance,Campaign,Small,4293267,West,Lost,2025-11-12
9078,Healthcare,Website,Small,1283705,West,Converted,2026-03-29
9079,Technology,Referral,Large,5652921,North,Qualified,2025-08-22
9080,Healthcare,Campaign,Small,8861723,South,Converted,2025-12-27
9081,Technology,Referral,Large,7711471,North,Qualified,2025-09-25
9082,Healthcare,Referral,Large,5808711,South,Qualified,2025-12-03
9083,Healthcare,Website,Large,7884625,West,Lost,2025-11-02
9084,Technology,Referral,Medium,7160043,South,Lost,2025-12-19
9085,Manufacturing,Referral,Large,9144942,South,Qualified,2026-04-08
9086,Manufacturing,Partner,Large,2836071,North,Lost,2026-05-20
9087,Healthcare,Website,Medium,9602820,West,Contacted,2025-08-22
9088,Finance,Partner,Medium,680169,East,Converted,2025-10-18
9089,Manufacturing,Cold Call,Medium,5201519,West,Contacted,2026-05-31
9090,Technology,Cold Call,Large,7097215,North,Qualified,2026-06-05
9091,Finance,Website,Small,6005535,East,Converted,2026-03-07
9092,Technology,Website,Medium,984992,South,Converted,2026-04-08
9093,Technology,Campaign,Large,4149920,East,New,2025-08-10
9094,Finance,Cold Call,Small,8130378,North,New,2026-05-21
9095,Retail,Referral,Medium,3437509,West,New,2025-11-11
9096,Retail,Website,Large,6408280,South,Contacted,2026-05-23
9097,Manufacturing,Referral,Small,8622882,South,Converted,2025-09-23
9098,Manufacturing,Website,Large,2572914,West,Qualified,2025-10-10
9099,Manufacturing,Campaign,Large,9273038,North,Lost,2026-05-19
9100,Manufacturing,Partner,Large,3782659,South,Contacted,2026-04-15
9101,Manufacturing,Website,Small,8256216,South,New,2025-07-17
9102,Finance,Campaign,Medium,5907079,East,New,2025-12-24
9103,Retail,Cold Call,Large,5825538,North,New,2025-09-10
9104,Retail,Website,Large,7611190,East,Qualified,2025-10-24
9105,Manufacturing,Website,Medium,694667,North,Contacted,2025-11-02
9106,Finance,Campaign,Medium,4025843,North,Contacted,2025-09-13
9107,Healthcare,Website,Medium,3536786,East,New,2026-04-03
9108,Finance,Cold Call,Medium,1950466,East,Converted,2026-04-13
9109,Technology,Website,Medium,5589946,North,Qualified,2025-10-10
9110,Technology,Campaign,Large,8443135,West,Converted,2026-05-14
9111,Manufacturing,Partner,Medium,3277101,East,Qualified,2026-04-04
9112,Technology,Campaign,Medium,4295053,West,New,2026-02-03
9113,Technology,Website,Medium,3108006,East,Converted,2026-04-09
9114,Technology,Campaign,Medium,664512,South,New,2025-06-17
9115,Healthcare,Website,Medium,8115272,West,Converted,2026-05-11
9116,Technology,Cold Call,Medium,1065100,West,Contacted,2026-01-03
9117,Retail,Referral,Medium,436242,East,Qualified,2025-07-28
9118,Healthcare,Referral,Large,7520099,East,New,2026-02-28
9119,Retail,Campaign,Medium,9604256,West,Lost,2025-08-04
9120,Technology,Referral,Medium,7134789,South,Lost,2025-07-20
9121,Retail,Cold Call,Medium,676392,North,Qualified,2025-09-23
9122,Healthcare,Cold Call,Large,4510233,West,Qualified,2025-12-01
9123,Retail,Cold Call,Large,4513452,East,Contacted,2025-12-09
9124,Finance,Cold Call,Medium,4512422,South,Lost,2025-07-31
9125,Finance,Partner,Large,2789541,East,Converted,2026-01-29
9126,Technology,Website,Large,6715643,West,Qualified,2025-09-19
9127,Finance,Cold Call,Large,128581,West,Converted,2026-06-09
9128,Manufacturing,Partner,Large,4771742,West,Lost,2026-04-29
9129,Retail,Partner,Large,5773628,South,New,2025-08-04
9130,Finance,Partner,Medium,6370935,West,Contacted,2026-01-25
9131,Technology,Website,Large,4871476,South,New,2025-08-02
9132,Manufacturing,Referral,Small,6088832,South,Contacted,2026-01-17
9133,Finance,Partner,Large,8631245,West,Contacted,2026-04-21
9134,Healthcare,Partner,Medium,8733805,East,Lost,2026-01-21
9135,Retail,Cold Call,Medium,8936911,West,New,2026-02-21
9136,Manufacturing,Cold Call,Medium,4612191,North,Lost,2026-04-19
9137,Finance,Website,Large,3314900,North,Converted,2026-02-15
9138,Manufacturing,Cold Call,Large,4500921,North,Contacted,2026-03-14
9139,Finance,Campaign,Large,2032208,North,New,2025-12-16
9140,Healthcare,Referral,Large,3047234,South,New,2025-08-30
9141,Technology,Cold Call,Medium,5075303,North,Converted,2025-08-04
9142,Healthcare,Campaign,Small,9293514,East,Lost,2026-02-19
9143,Retail,Website,Small,1682485,West,New,2025-12-23
9144,Healthcare,Campaign,Small,130504,West,Qualified,2026-05-14
9145,Finance,Partner,Medium,8541593,West,Converted,2026-06-11
9146,Technology,Cold Call,Small,8698631,South,Lost,2026-05-16
9147,Manufacturing,Referral,Large,5132847,East,Contacted,2026-03-13
9148,Finance,Cold Call,Small,8450571,South,Lost,2026-01-25
9149,Technology,Cold Call,Small,5726526,West,Contacted,2025-08-31
9150,Retail,Campaign,Large,8731667,East,Qualified,2025-07-07
9151,Technology,Website,Large,4695851,North,Qualified,2026-05-28
9152,Retail,Referral,Medium,8793358,East,Contacted,2025-08-15
9153,Retail,Partner,Medium,7494233,East,New,2025-07-02
9154,Healthcare,Partner,Large,401751,South,Converted,2025-08-13
9155,Retail,Referral,Medium,5065712,North,Converted,2026-02-19
9156,Retail,Cold Call,Small,6282914,North,Qualified,2025-11-17
9157,Manufacturing,Partner,Small,3620760,West,Converted,2025-08-19
9158,Manufacturing,Website,Medium,1107841,South,New,2025-08-08
9159,Finance,Cold Call,Small,6283395,South,Contacted,2026-03-28
9160,Finance,Website,Large,5059789,North,Lost,2026-04-15
9161,Manufacturing,Referral,Large,642909,West,Converted,2025-07-08
9162,Retail,Website,Medium,3999770,West,New,2025-10-08
9163,Technology,Cold Call,Medium,6991015,South,Lost,2026-06-09
9164,Retail,Partner,Small,4756954,North,Contacted,2026-05-03
9165,Finance,Referral,Medium,3839608,East,Lost,2025-09-13
9166,Finance,Referral,Small,4568513,South,Qualified,2025-08-31
9167,Retail,Campaign,Large,6175915,North,Lost,2026-05-10
9168,Retail,Cold Call,Medium,4649223,West,Converted,2025-07-04
9169,Manufacturing,Referral,Small,8887946,East,Converted,2025-07-23
9170,Manufacturing,Campaign,Small,4855837,North,Lost,2026-05-23
9171,Retail,Campaign,Large,5560500,South,Qualified,2025-11-23
9172,Retail,Website,Large,5272647,South,Qualified,2026-06-11
9173,Retail,Campaign,Large,3453920,West,Lost,2026-04-26
9174,Healthcare,Campaign,Medium,6302935,South,Contacted,2026-03-26
9175,Manufacturing,Website,Large,4678284,North,Converted,2026-06-02
9176,Healthcare,Website,Medium,4875321,East,Lost,2025-08-12
9177,Retail,Cold Call,Medium,7879633,South,Converted,2025-09-30
9178,Finance,Campaign,Medium,4449272,North,New,2026-01-25
9179,Technology,Website,Medium,5113773,West,Converted,2026-06-05
9180,Healthcare,Campaign,Small,3640382,North,New,2025-07-03
9181,Healthcare,Cold Call,Small,3172451,West,Lost,2026-03-19
9182,Retail,Cold Call,Medium,4788970,North,Converted,2026-06-07
9183,Retail,Cold Call,Medium,4470242,East,Lost,2025-11-03
9184,Technology,Partner,Small,2650939,North,Lost,2025-12-05
9185,Finance,Website,Small,1274744,East,Lost,2026-05-07
9186,Retail,Cold Call,Medium,9727811,South,Lost,2025-08-03
9187,Healthcare,Website,Large,5226645,East,New,2026-06-15
9188,Manufacturing,Referral,Large,2242892,East,Lost,2026-03-26
9189,Finance,Partner,Small,6350291,North,Converted,2026-04-19
9190,Technology,Partner,Medium,7288230,South,New,2026-06-14
9191,Manufacturing,Partner,Small,5294174,South,Contacted,2025-07-02
9192,Healthcare,Partner,Small,9996629,North,Contacted,2025-11-06
9193,Retail,Website,Large,6130761,South,Qualified,2026-03-03
9194,Finance,Cold Call,Large,5916935,North,New,2026-02-23
9195,Finance,Website,Medium,3760267,North,Converted,2025-07-28
9196,Finance,Website,Large,2017215,West,Qualified,2025-08-20
9197,Healthcare,Website,Medium,7400916,East,Contacted,2025-11-17
9198,Retail,Campaign,Large,562178,North,Qualified,2025-12-18
9199,Retail,Campaign,Large,9141034,West,Contacted,2025-06-20
9200,Finance,Referral,Small,1318506,East,Contacted,2026-02-06
9201,Healthcare,Partner,Large,1774504,West,New,2025-07-09
9202,Technology,Referral,Large,6776794,North,Qualified,2026-03-12
9203,Manufacturing,Cold Call,Medium,6263615,East,New,2025-07-27
9204,Finance,Cold Call,Small,5264692,West,New,2025-09-03
9205,Manufacturing,Website,Small,8481733,North,Lost,2025-11-23
9206,Retail,Campaign,Small,3095612,North,Contacted,2026-03-01
9207,Healthcare,Campaign,Small,6769911,East,Qualified,2025-09-01
9208,Manufacturing,Campaign,Small,4456250,West,Lost,2026-01-07
9209,Technology,Campaign,Large,848875,South,Qualified,2025-06-20
9210,Technology,Campaign,Medium,1679254,West,Qualified,2026-04-09
9211,Healthcare,Cold Call,Small,6385740,North,Lost,2026-02-22
9212,Technology,Referral,Medium,8271942,East,Qualified,2026-02-07
9213,Finance,Campaign,Large,8781776,West,Qualified,2026-03-15
9214,Retail,Campaign,Large,1978440,East,New,2026-01-01
9215,Healthcare,Website,Large,7879215,East,New,2026-04-25
9216,Retail,Website,Large,2632453,South,Converted,2025-09-21
9217,Finance,Website,Small,2863657,West,New,2026-05-26
9218,Manufacturing,Referral,Large,4703151,East,New,2025-07-14
9219,Retail,Partner,Small,4574673,South,Qualified,2025-12-22
9220,Manufacturing,Website,Small,7963684,North,Contacted,2026-01-11
9221,Manufacturing,Website,Medium,6728431,North,Qualified,2025-11-21
9222,Finance,Cold Call,Small,7199383,West,Converted,2025-09-15
9223,Retail,Website,Large,8067707,North,Converted,2026-04-22
9224,Healthcare,Campaign,Medium,5446091,North,Converted,2025-11-19
9225,Healthcare,Cold Call,Large,4542681,East,Converted,2025-07-03
9226,Retail,Partner,Medium,7799155,East,Contacted,2026-05-20
9227,Manufacturing,Partner,Small,4701536,East,New,2025-09-13
9228,Retail,Cold Call,Medium,9743276,West,Qualified,2025-11-07
9229,Finance,Cold Call,Large,114773,North,Converted,2025-12-07
9230,Technology,Referral,Small,7580862,East,Qualified,2026-03-11
9231,Technology,Website,Large,5749310,North,New,2025-07-20
9232,Manufacturing,Cold Call,Medium,9851715,West,New,2026-04-21
9233,Finance,Referral,Small,6410787,North,Converted,2026-02-27
9234,Manufacturing,Cold Call,Medium,5030616,South,Converted,2025-11-10
9235,Manufacturing,Cold Call,Medium,1491799,South,Contacted,2025-07-28
9236,Retail,Cold Call,Medium,821125,North,Lost,2025-08-18
9237,Healthcare,Cold Call,Small,9506166,West,Lost,2025-10-06
9238,Healthcare,Partner,Medium,1794588,West,Qualified,2025-09-23
9239,Healthcare,Cold Call,Small,3550308,East,Converted,2026-04-04
9240,Finance,Referral,Medium,5308973,South,Converted,2026-03-07
9241,Finance,Referral,Small,4189055,South,Contacted,2025-08-07
9242,Manufacturing,Cold Call,Small,3922532,North,Converted,2026-02-09
9243,Healthcare,Referral,Large,7236054,South,Qualified,2026-01-23
9244,Finance,Website,Small,7007164,West,Converted,2025-11-24
9245,Healthcare,Campaign,Small,1465727,North,Lost,2025-07-10
9246,Retail,Website,Large,9256339,North,Lost,2025-12-31
9247,Technology,Referral,Medium,3403096,West,Converted,2026-03-09
9248,Finance,Referral,Small,5068066,South,New,2026-01-18
9249,Healthcare,Campaign,Small,5003520,West,Contacted,2026-01-10
9250,Manufacturing,Partner,Medium,293622,North,Qualified,2026-03-26
9251,Manufacturing,Partner,Medium,5320899,West,New,2026-03-03
9252,Healthcare,Website,Medium,9664606,West,Contacted,2025-07-24
9253,Manufacturing,Website,Large,5685623,West,Lost,2026-03-25
9254,Retail,Website,Medium,8777284,East,Lost,2026-02-07
9255,Finance,Cold Call,Medium,9545930,East,New,2025-12-21
9256,Retail,Referral,Large,8462977,West,Qualified,2026-02-23
9257,Technology,Referral,Small,667546,West,Qualified,2026-01-27
9258,Finance,Referral,Large,153932,East,Contacted,2026-04-17
9259,Manufacturing,Referral,Large,4470239,South,New,2026-01-22
9260,Finance,Cold Call,Large,7294118,South,New,2025-12-25
9261,Manufacturing,Referral,Medium,2330259,North,Qualified,2025-07-04
9262,Manufacturing,Cold Call,Small,7168995,South,Lost,2025-08-27
9263,Retail,Cold Call,Small,1004442,South,Converted,2025-10-09
9264,Technology,Referral,Small,8365517,West,Qualified,2025-11-30
9265,Retail,Partner,Large,3340713,East,Qualified,2026-02-11
9266,Finance,Partner,Small,139910,South,Converted,2026-05-20
9267,Healthcare,Referral,Small,6789260,West,New,2025-11-29
9268,Healthcare,Partner,Large,2176985,South,Lost,2026-06-10
9269,Retail,Referral,Medium,849967,South,Converted,2026-04-05
9270,Healthcare,Cold Call,Small,1845193,North,Contacted,2025-07-04
9271,Technology,Cold Call,Small,4266457,East,New,2026-02-08
9272,Manufacturing,Referral,Small,496531,West,Converted,2025-07-22
9273,Healthcare,Website,Small,160375,East,Contacted,2026-05-12
9274,Healthcare,Referral,Large,1023748,West,Qualified,2026-01-19
9275,Retail,Referral,Small,9304739,South,New,2025-10-04
9276,Technology,Website,Medium,3642352,West,Qualified,2025-10-19
9277,Finance,Campaign,Small,9738799,South,Lost,2025-10-10
9278,Retail,Cold Call,Small,6268592,North,Converted,2026-02-08
9279,Finance,Cold Call,Medium,522055,North,Converted,2026-01-11
9280,Retail,Partner,Large,596505,South,Contacted,2026-04-04
9281,Finance,Website,Medium,6176382,South,New,2026-01-24
9282,Technology,Website,Small,3339683,North,Contacted,2025-10-16
9283,Retail,Cold Call,Medium,2375470,South,Converted,2026-05-13
9284,Healthcare,Partner,Small,8926634,South,Converted,2025-09-21
9285,Healthcare,Partner,Large,3114414,South,Lost,2025-09-19
9286,Manufacturing,Referral,Small,5586054,East,Converted,2025-09-16
9287,Healthcare,Cold Call,Small,9552655,West,Contacted,2026-01-04
9288,Technology,Partner,Large,4494639,North,New,2025-10-24
9289,Technology,Cold Call,Medium,5843610,South,Contacted,2026-05-23
9290,Technology,Cold Call,Large,5935434,North,Lost,2025-10-05
9291,Technology,Campaign,Large,7988147,North,Contacted,2026-06-10
9292,Technology,Campaign,Small,6995343,South,Qualified,2026-01-26
9293,Retail,Partner,Medium,4568059,West,Contacted,2026-01-10
9294,Healthcare,Partner,Large,8966606,North,Qualified,2026-02-10
9295,Finance,Partner,Large,4417137,East,Converted,2025-07-07
9296,Healthcare,Referral,Medium,4319924,North,Lost,2026-03-27
9297,Healthcare,Website,Large,2696825,North,New,2026-02-22
9298,Manufacturing,Campaign,Large,6111799,East,New,2025-09-04
9299,Finance,Referral,Medium,9093846,South,Lost,2026-01-01
9300,Healthcare,Partner,Large,1917887,West,Converted,2025-11-30
9301,Finance,Website,Medium,4011319,North,Converted,2026-01-01
9302,Finance,Referral,Medium,5188498,East,Contacted,2026-01-23
9303,Healthcare,Partner,Small,3989568,South,Qualified,2025-06-22
9304,Healthcare,Referral,Small,8791175,West,New,2026-04-01
9305,Healthcare,Partner,Large,9321608,East,Qualified,2026-04-24
9306,Retail,Referral,Medium,7984287,West,Qualified,2025-11-18
9307,Finance,Referral,Large,565603,East,New,2026-02-17
9308,Manufacturing,Referral,Small,5605466,East,Qualified,2025-11-19
9309,Healthcare,Referral,Small,511583,South,New,2026-04-03
9310,Technology,Website,Large,9278069,East,New,2026-05-19
9311,Manufacturing,Referral,Large,8141719,North,Contacted,2025-10-18
9312,Finance,Partner,Medium,5827195,West,Contacted,2026-03-12
9313,Technology,Website,Large,8606408,West,Lost,2025-07-28
9314,Healthcare,Campaign,Large,7155835,West,New,2025-09-27
9315,Retail,Campaign,Large,1479897,West,New,2025-10-14
9316,Finance,Referral,Large,7224291,East,Lost,2025-07-25
9317,Technology,Partner,Small,4954750,East,New,2025-09-21
9318,Finance,Cold Call,Large,1917338,West,Lost,2025-12-14
9319,Healthcare,Website,Large,7267198,West,Lost,2026-05-10
9320,Finance,Website,Medium,4348270,West,Converted,2025-07-03
9321,Manufacturing,Partner,Medium,4108600,East,Qualified,2026-03-01
9322,Finance,Campaign,Medium,7140220,North,Lost,2026-04-13
9323,Retail,Website,Medium,2836947,West,Lost,2025-12-27
9324,Retail,Campaign,Small,4215997,West,Qualified,2025-06-26
9325,Finance,Partner,Small,8851938,South,Contacted,2025-12-14
9326,Healthcare,Partner,Medium,6978369,South,Qualified,2025-08-15
9327,Retail,Referral,Medium,6194667,West,New,2026-03-22
9328,Manufacturing,Campaign,Large,1188194,North,Qualified,2026-03-02
9329,Healthcare,Campaign,Large,7162216,South,Qualified,2026-03-02
9330,Healthcare,Cold Call,Medium,9415474,West,New,2026-01-21
9331,Healthcare,Website,Medium,4514891,East,Qualified,2025-12-19
9332,Technology,Cold Call,Medium,4433197,South,Qualified,2025-06-30
9333,Finance,Website,Small,8760384,North,Converted,2025-11-17
9334,Technology,Cold Call,Medium,3680576,North,Converted,2025-10-12
9335,Finance,Campaign,Small,7321039,East,Qualified,2025-07-18
9336,Manufacturing,Cold Call,Small,3307534,East,Qualified,2026-06-08
9337,Manufacturing,Campaign,Small,3766041,West,Qualified,2025-10-22
9338,Technology,Campaign,Small,6610434,East,New,2026-04-10
9339,Retail,Website,Medium,7780461,West,Lost,2026-01-22
9340,Healthcare,Referral,Small,8241941,East,Converted,2026-01-28
9341,Finance,Cold Call,Large,7754273,North,New,2026-02-25
9342,Finance,Cold Call,Small,4389300,North,New,2025-07-31
9343,Healthcare,Cold Call,Medium,9801523,East,Converted,2026-05-22
9344,Technology,Referral,Large,6174062,West,New,2026-01-29
9345,Manufacturing,Cold Call,Medium,3565946,West,New,2025-11-23
9346,Retail,Cold Call,Medium,9621927,North,Qualified,2025-09-08
9347,Healthcare,Website,Large,3178507,East,Converted,2025-08-23
9348,Finance,Campaign,Medium,8891114,South,Converted,2025-09-19
9349,Healthcare,Cold Call,Large,8636836,North,Contacted,2025-12-19
9350,Technology,Referral,Medium,7915364,South,Converted,2025-06-25
9351,Manufacturing,Website,Large,5347860,West,Contacted,2025-08-24
9352,Manufacturing,Cold Call,Medium,8908369,East,Converted,2025-07-20
9353,Technology,Campaign,Small,3489333,North,Qualified,2026-02-21
9354,Healthcare,Referral,Medium,1732111,South,Converted,2025-06-22
9355,Finance,Cold Call,Large,9462898,South,Contacted,2026-04-03
9356,Healthcare,Campaign,Small,3233242,West,Lost,2025-11-30
9357,Healthcare,Referral,Small,6948043,West,New,2026-01-02
9358,Technology,Website,Large,3253597,North,Converted,2025-11-19
9359,Retail,Cold Call,Large,1271968,East,Lost,2025-09-21
9360,Finance,Campaign,Medium,8198940,South,New,2025-07-02
9361,Finance,Campaign,Small,684198,South,Converted,2025-09-29
9362,Technology,Partner,Large,5846392,South,Qualified,2025-12-18
9363,Finance,Campaign,Medium,2168939,South,Qualified,2025-07-02
9364,Technology,Partner,Small,2867220,East,New,2025-07-16
9365,Technology,Campaign,Medium,9300214,North,Qualified,2025-10-19
9366,Healthcare,Cold Call,Medium,449243,South,Converted,2026-04-01
9367,Finance,Website,Large,2551358,North,Qualified,2025-08-23
9368,Finance,Campaign,Large,1695669,East,Lost,2025-11-27
9369,Retail,Referral,Small,5175199,East,Contacted,2025-06-24
9370,Technology,Campaign,Large,8427708,North,Lost,2026-01-27
9371,Retail,Cold Call,Small,7587524,North,New,2025-06-24
9372,Manufacturing,Campaign,Small,6543235,South,Lost,2026-06-07
9373,Finance,Campaign,Large,9226392,West,Converted,2026-01-25
9374,Finance,Referral,Large,5958598,West,Contacted,2025-07-16
9375,Retail,Cold Call,Small,603413,East,New,2025-07-31
9376,Retail,Partner,Medium,9717116,West,Contacted,2025-09-07
9377,Technology,Cold Call,Medium,2305267,South,Lost,2025-12-21
9378,Technology,Cold Call,Medium,409983,East,Lost,2026-05-31
9379,Technology,Website,Large,4982201,North,Lost,2026-06-12
9380,Technology,Cold Call,Small,5077591,East,Qualified,2025-12-13
9381,Retail,Referral,Large,9145444,West,Contacted,2025-09-24
9382,Manufacturing,Website,Large,8535870,North,Converted,2026-01-05
9383,Technology,Cold Call,Small,5247777,North,Converted,2025-09-13
9384,Healthcare,Website,Small,2855022,North,Contacted,2025-08-02
9385,Finance,Referral,Large,8608150,East,Converted,2025-11-03
9386,Retail,Website,Medium,9507586,East,Lost,2026-02-16
9387,Finance,Website,Small,3589770,West,Lost,2026-02-21
9388,Retail,Website,Medium,8753559,South,Contacted,2026-05-29
9389,Healthcare,Website,Small,4459504,West,Qualified,2026-03-20
9390,Retail,Cold Call,Small,6353026,South,Qualified,2025-10-02
9391,Healthcare,Cold Call,Medium,4322068,East,Lost,2025-07-27
9392,Retail,Website,Small,4421024,East,Contacted,2025-12-17
9393,Healthcare,Campaign,Medium,5393492,East,New,2026-04-23
9394,Retail,Partner,Large,6135413,West,New,2025-06-24
9395,Technology,Cold Call,Large,3726909,North,New,2025-07-29
9396,Retail,Campaign,Medium,5813493,South,Lost,2025-07-20
9397,Technology,Website,Medium,9200403,South,Lost,2025-06-18
9398,Finance,Cold Call,Large,5921560,East,Qualified,2026-02-12
9399,Finance,Campaign,Medium,3441832,East,New,2026-04-06
9400,Retail,Cold Call,Small,3093073,East,Lost,2025-08-20
9401,Manufacturing,Campaign,Small,4210789,North,Converted,2026-02-05
9402,Healthcare,Campaign,Large,1496414,South,Contacted,2025-11-11
9403,Finance,Campaign,Large,6945515,North,Converted,2026-03-18
9404,Healthcare,Referral,Small,1483737,South,New,2025-09-25
9405,Finance,Website,Large,9206439,North,Lost,2026-02-12
9406,Finance,Campaign,Medium,3153685,West,Contacted,2025-08-12
9407,Finance,Cold Call,Large,5671396,East,Contacted,2025-12-11
9408,Healthcare,Referral,Large,3099986,North,New,2025-10-28
9409,Retail,Partner,Medium,7154170,North,Lost,2025-07-13
9410,Healthcare,Referral,Small,9859120,East,Converted,2025-09-22
9411,Technology,Campaign,Small,7131162,South,Converted,2025-11-23
9412,Manufacturing,Website,Large,2045867,South,Qualified,2026-02-09
9413,Finance,Referral,Large,3517229,West,Qualified,2026-03-21
9414,Technology,Website,Medium,2472680,East,Converted,2025-12-13
9415,Healthcare,Referral,Small,1479283,North,Qualified,2026-05-23
9416,Retail,Cold Call,Large,6561485,South,Lost,2026-01-28
9417,Manufacturing,Partner,Large,6979553,East,Contacted,2025-11-17
9418,Healthcare,Campaign,Medium,9082008,North,Qualified,2025-09-21
9419,Finance,Campaign,Small,1084069,South,Lost,2026-01-09
9420,Retail,Partner,Large,4984657,East,Converted,2025-11-22
9421,Retail,Referral,Small,4207283,West,Lost,2025-10-07
9422,Manufacturing,Cold Call,Large,7585579,West,Converted,2026-03-05
9423,Finance,Website,Medium,1682937,East,New,2026-01-05
9424,Technology,Referral,Small,8699425,South,New,2025-09-08
9425,Manufacturing,Referral,Large,7343281,West,Lost,2025-08-21
9426,Technology,Website,Large,8485842,South,New,2026-02-04
9427,Retail,Cold Call,Medium,6076861,South,Lost,2026-02-25
9428,Healthcare,Cold Call,Medium,6573332,West,Converted,2025-07-06
9429,Technology,Partner,Small,8734208,North,New,2025-07-16
9430,Healthcare,Campaign,Small,4141061,North,Converted,2026-04-30
9431,Retail,Website,Small,4274654,West,Lost,2025-11-17
9432,Finance,Referral,Large,5065539,South,New,2025-11-14
9433,Retail,Campaign,Small,4138549,West,New,2026-01-13
9434,Finance,Website,Medium,2304547,West,Contacted,2026-01-06
